country_code,country_name,indicator_id,indicator_name,index_id,index_name,value,year
NLD,Netherlands,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,10.885,1990
NLD,Netherlands,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,11.372,1991
NLD,Netherlands,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,11.281,1992
NLD,Netherlands,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,11.203,1993
NLD,Netherlands,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,11.183,1994
NLD,Netherlands,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,11.213,1995
NLD,Netherlands,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,11.732,1996
NLD,Netherlands,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,11.215,1997
NLD,Netherlands,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,11.209,1998
NLD,Netherlands,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,10.805,1999
NLD,Netherlands,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,10.819,2000
NLD,Netherlands,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,11.084,2001
NLD,Netherlands,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,10.99,2002
NLD,Netherlands,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,11.155,2003
NLD,Netherlands,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,11.224,2004
NLD,Netherlands,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,10.937,2005
NLD,Netherlands,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,10.596,2006
NLD,Netherlands,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,10.539,2007
NLD,Netherlands,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,10.675,2008
NLD,Netherlands,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,10.301,2009
NLD,Netherlands,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,10.974,2010
NLD,Netherlands,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,10.126,2011
NLD,Netherlands,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,9.859,2012
NLD,Netherlands,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,9.775,2013
NLD,Netherlands,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,9.288,2014
NLD,Netherlands,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,9.612,2015
NLD,Netherlands,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,9.617,2016
NLD,Netherlands,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,9.426,2017
NLD,Netherlands,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,9.148,2018
NLD,Netherlands,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,8.783,2019
NLD,Netherlands,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,7.84,2020
NLD,Netherlands,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,7.994,2021
NLD,Netherlands,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressures–adjusted Human Development Index,7.994,2022
NLD,Netherlands,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,7.307,2010
NLD,Netherlands,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,6.79,2011
NLD,Netherlands,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,6.787,2012
NLD,Netherlands,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,6.836,2013
NLD,Netherlands,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,7.031,2014
NLD,Netherlands,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,6.967,2015
NLD,Netherlands,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,7.29,2016
NLD,Netherlands,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,7.164,2017
NLD,Netherlands,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,7.381,2018
NLD,Netherlands,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,7.201,2019
NLD,Netherlands,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,7.34,2020
NLD,Netherlands,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,6.622,2021
NLD,Netherlands,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,6.368,2022
NLD,Netherlands,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,16.647,1990
NLD,Netherlands,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,16.432,1991
NLD,Netherlands,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,17.116,1992
NLD,Netherlands,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,16.14,1993
NLD,Netherlands,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,16.591,1994
NLD,Netherlands,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,16.629,1995
NLD,Netherlands,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,17.12,1996
NLD,Netherlands,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,16.535,1997
NLD,Netherlands,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,16.742,1998
NLD,Netherlands,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,18.059,1999
NLD,Netherlands,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,17.152,2000
NLD,Netherlands,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,17.693,2001
NLD,Netherlands,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,17.865,2002
NLD,Netherlands,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,18.925,2003
NLD,Netherlands,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,18.862,2004
NLD,Netherlands,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,18.576,2005
NLD,Netherlands,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,18.122,2006
NLD,Netherlands,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,18.88,2007
NLD,Netherlands,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,18.771,2008
NLD,Netherlands,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,17.873,2009
NLD,Netherlands,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,17.775,2010
NLD,Netherlands,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,17.044,2011
NLD,Netherlands,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,16.181,2012
NLD,Netherlands,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,16.362,2013
NLD,Netherlands,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,15.467,2014
NLD,Netherlands,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,16.094,2015
NLD,Netherlands,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,15.648,2016
NLD,Netherlands,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,15.064,2017
NLD,Netherlands,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,16.294,2018
NLD,Netherlands,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,15.834,2019
NLD,Netherlands,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,15.139,2020
NLD,Netherlands,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,15.834,2021
NLD,Netherlands,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressures–adjusted Human Development Index,15.856,2022
NLD,Netherlands,eys,Expected Years of Schooling (years),HDI,Human Development Index,14.774,1990
NLD,Netherlands,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.013,1991
NLD,Netherlands,eys,Expected Years of Schooling (years),HDI,Human Development Index,14.947,1992
NLD,Netherlands,eys,Expected Years of Schooling (years),HDI,Human Development Index,15.208,1993
NLD,Netherlands,eys,Expected Years of Schooling (years),HDI,Human Development Index,17.334,1994
NLD,Netherlands,eys,Expected Years of Schooling (years),HDI,Human Development Index,16.815,1995
NLD,Netherlands,eys,Expected Years of Schooling (years),HDI,Human Development Index,16.958,1996
NLD,Netherlands,eys,Expected Years of Schooling (years),HDI,Human Development Index,16.57,1997
NLD,Netherlands,eys,Expected Years of Schooling (years),HDI,Human Development Index,16.47,1998
NLD,Netherlands,eys,Expected Years of Schooling (years),HDI,Human Development Index,16.317,1999
NLD,Netherlands,eys,Expected Years of Schooling (years),HDI,Human Development Index,16.54,2000
NLD,Netherlands,eys,Expected Years of Schooling (years),HDI,Human Development Index,16.602,2001
NLD,Netherlands,eys,Expected Years of Schooling (years),HDI,Human Development Index,16.261,2002
NLD,Netherlands,eys,Expected Years of Schooling (years),HDI,Human Development Index,16.362,2003
NLD,Netherlands,eys,Expected Years of Schooling (years),HDI,Human Development Index,16.299,2004
NLD,Netherlands,eys,Expected Years of Schooling (years),HDI,Human Development Index,16.433,2005
NLD,Netherlands,eys,Expected Years of Schooling (years),HDI,Human Development Index,16.552,2006
NLD,Netherlands,eys,Expected Years of Schooling (years),HDI,Human Development Index,16.686,2007
NLD,Netherlands,eys,Expected Years of Schooling (years),HDI,Human Development Index,16.803,2008
NLD,Netherlands,eys,Expected Years of Schooling (years),HDI,Human Development Index,16.846,2009
NLD,Netherlands,eys,Expected Years of Schooling (years),HDI,Human Development Index,17.015,2010
NLD,Netherlands,eys,Expected Years of Schooling (years),HDI,Human Development Index,17.882,2011
NLD,Netherlands,eys,Expected Years of Schooling (years),HDI,Human Development Index,17.941,2012
NLD,Netherlands,eys,Expected Years of Schooling (years),HDI,Human Development Index,18.05,2013
NLD,Netherlands,eys,Expected Years of Schooling (years),HDI,Human Development Index,18.16,2014
NLD,Netherlands,eys,Expected Years of Schooling (years),HDI,Human Development Index,18.269,2015
NLD,Netherlands,eys,Expected Years of Schooling (years),HDI,Human Development Index,18.138,2016
NLD,Netherlands,eys,Expected Years of Schooling (years),HDI,Human Development Index,18.404,2017
NLD,Netherlands,eys,Expected Years of Schooling (years),HDI,Human Development Index,18.334,2018
NLD,Netherlands,eys,Expected Years of Schooling (years),HDI,Human Development Index,18.373,2019
NLD,Netherlands,eys,Expected Years of Schooling (years),HDI,Human Development Index,18.413,2020
NLD,Netherlands,eys,Expected Years of Schooling (years),HDI,Human Development Index,18.583,2021
NLD,Netherlands,eys,Expected Years of Schooling (years),HDI,Human Development Index,18.583,2022
NLD,Netherlands,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,14.482,1990
NLD,Netherlands,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,14.715,1991
NLD,Netherlands,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,14.673,1992
NLD,Netherlands,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,15.027,1993
NLD,Netherlands,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.835,1994
NLD,Netherlands,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.436,1995
NLD,Netherlands,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.592,1996
NLD,Netherlands,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.303,1997
NLD,Netherlands,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.247,1998
NLD,Netherlands,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.062,1999
NLD,Netherlands,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.345,2000
NLD,Netherlands,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.479,2001
NLD,Netherlands,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.143,2002
NLD,Netherlands,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.303,2003
NLD,Netherlands,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.216,2004
NLD,Netherlands,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.343,2005
NLD,Netherlands,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.475,2006
NLD,Netherlands,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.627,2007
NLD,Netherlands,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.767,2008
NLD,Netherlands,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,16.841,2009
NLD,Netherlands,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,17.048,2010
NLD,Netherlands,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,17.941,2011
NLD,Netherlands,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,17.964,2012
NLD,Netherlands,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,18.144,2013
NLD,Netherlands,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,18.324,2014
NLD,Netherlands,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,18.504,2015
NLD,Netherlands,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,18.354,2016
NLD,Netherlands,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,18.658,2017
NLD,Netherlands,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,18.558,2018
NLD,Netherlands,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,18.632,2019
NLD,Netherlands,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,18.706,2020
NLD,Netherlands,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,18.944,2021
NLD,Netherlands,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,18.944,2022
NLD,Netherlands,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.058,1990
NLD,Netherlands,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.303,1991
NLD,Netherlands,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.215,1992
NLD,Netherlands,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,15.386,1993
NLD,Netherlands,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,17.812,1994
NLD,Netherlands,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,17.181,1995
NLD,Netherlands,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,17.314,1996
NLD,Netherlands,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,16.83,1997
NLD,Netherlands,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,16.684,1998
NLD,Netherlands,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,16.563,1999
NLD,Netherlands,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,16.726,2000
NLD,Netherlands,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,16.72,2001
NLD,Netherlands,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,16.376,2002
NLD,Netherlands,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,16.42,2003
NLD,Netherlands,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,16.381,2004
NLD,Netherlands,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,16.522,2005
NLD,Netherlands,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,16.63,2006
NLD,Netherlands,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,16.744,2007
NLD,Netherlands,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,16.841,2008
NLD,Netherlands,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,16.852,2009
NLD,Netherlands,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,16.985,2010
NLD,Netherlands,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,17.825,2011
NLD,Netherlands,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,17.919,2012
NLD,Netherlands,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,17.959,2013
NLD,Netherlands,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,18,2014
NLD,Netherlands,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,18.04,2015
NLD,Netherlands,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,17.925,2016
NLD,Netherlands,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,18.155,2017
NLD,Netherlands,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,18.116,2018
NLD,Netherlands,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,18.121,2019
NLD,Netherlands,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,18.127,2020
NLD,Netherlands,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,18.233,2021
NLD,Netherlands,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,18.233,2022
NLD,Netherlands,gdi_group,GDI Group,GDI,Gender Development Index,2,2022
NLD,Netherlands,gii_rank,GII Rank,GII,Gender Inequality Index,5,2022
NLD,Netherlands,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,22876.224,1990
NLD,Netherlands,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,23588.14,1991
NLD,Netherlands,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,24320.852,1992
NLD,Netherlands,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,24744.002,1993
NLD,Netherlands,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,25806.308,1994
NLD,Netherlands,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,26846.772,1995
NLD,Netherlands,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,28178.959,1996
NLD,Netherlands,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,29362.389,1997
NLD,Netherlands,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,30244.666,1998
NLD,Netherlands,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,32645.582,1999
NLD,Netherlands,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,33852.876,2000
NLD,Netherlands,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,35261.515,2001
NLD,Netherlands,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,35384.377,2002
NLD,Netherlands,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,35715.582,2003
NLD,Netherlands,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,37416.193,2004
NLD,Netherlands,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,32628.633,2005
NLD,Netherlands,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,32457.934,2006
NLD,Netherlands,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,33734.541,2007
NLD,Netherlands,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,34065.587,2008
NLD,Netherlands,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,33501.497,2009
NLD,Netherlands,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,36150.884,2010
NLD,Netherlands,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,37665.739,2011
NLD,Netherlands,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,35994.346,2012
NLD,Netherlands,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,36524.522,2013
NLD,Netherlands,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,37412.634,2014
NLD,Netherlands,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,38776.149,2015
NLD,Netherlands,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,38504.089,2016
NLD,Netherlands,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,39414.993,2017
NLD,Netherlands,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,40413.342,2018
NLD,Netherlands,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",GDI,Gender Development Index,40714.464,2019
